Shiftno,Serial,Version,PortRoute2,Baseport,PRouteLatDeg,PRouteLonEW,DVLineName,DVPortName
1243,4.1243869602e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1243,4.12438696021e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1243,4.12438565023e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LUX      Luxembourg  Luxembourg
1243,4.12438864024e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BIO       Bilbao  Spain
1243,4.12438696027e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1243,4.12438696037e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1243,4.12438393041e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1243,4.12438107044e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ORD       Chicago  Illinois USA
1243,4.12438107048e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1243,4.12438868052e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1243,4.12438565057e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1243,4.12438900058e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1243,4.12438565062e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1243,4.12438565069e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1243,4.12438696071e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1243,4.12438797072e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1243,4.12438393074e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1243,4.12438900076e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1243,4.12438565078e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1243,4.12438049081e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1243,4.12438107085e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1243,4.12438049086e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1243,4.12438797087e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1243,4.1243879709e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1243,4.12438864108e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MRS       Marseille  France
1243,4.12438900109e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MRS       Marseille  France
1243,4.12438565113e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1243,4.12438565116e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MRS       Marseille  France
1243,4.12438868123e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
1243,4.12438107127e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438049128e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438393133e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438696136e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1243,4.12438049137e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438696138e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1243,4.1243804914e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438797141e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1243,4.12438868147e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438868148e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DEN      Denver  Colorado USA
1243,4.12430000151e+11,10a,131,Heathrow T3,55,W,BA  British Airways,YVR       Vancouver  Br Columbia Canada
1243,4.12438049152e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438049154e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1243,4.12438049156e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1243,4.12438393159e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1243,4.1243890016e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1243,4.12438565163e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1243,4.12438565164e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1243,4.12438565166e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DEN      Denver  Colorado USA
1243,4.12438393167e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.1243886817e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1243,4.12438900171e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1243,4.12438868172e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1243,4.12438696177e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1243,4.12438393178e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1243,4.12438565182e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1243,4.12438107183e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1243,4.12438107184e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1244,4.12448917002e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1244,4.12448240003e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1244,4.12448917004e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LUX      Luxembourg  Luxembourg
1244,4.12448237007e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1244,4.12448237009e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1244,4.12448696012e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LUX      Luxembourg  Luxembourg
1244,4.12448696013e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1244,4.12448696017e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1244,4.12448917021e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1244,4.12448769026e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1244,4.12448769028e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1244,4.12448785029e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1244,4.12448237038e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1244,4.12448785042e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1244,4.12448917045e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1244,4.12448240051e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1244,4.12448696052e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1244,4.12448237053e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1244,4.12448240074e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1244,4.12448237078e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
1244,4.12448237081e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MRS       Marseille  France
1244,4.12448696089e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1244,4.12440000091e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1244,4.12448769092e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1244,4.12448900097e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1244,4.12448769102e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1244,4.12448696109e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1244,4.12448900112e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1244,4.12448237114e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1244,4.12448237115e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1244,4.1244824012e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1244,4.12448785121e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1244,4.12448696123e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1246,4.12468785002e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1246,4.12468696006e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BIO       Bilbao  Spain
1246,4.12468237018e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1246,4.12468900025e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1246,4.12468696038e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1246,4.12468237039e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1246,4.12468337042e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1246,4.12468237043e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1246,4.12468337047e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1246,4.1246823705e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1246,4.12460000062e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAX       Los Angeles  California USA
1246,4.12468240071e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1246,4.12468337078e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1246,4.12468696079e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PMO       Palermo  Sicily
1246,4.12468917082e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1246,4.12468696091e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1246,4.12468900092e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1246,4.12468337093e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1246,4.12468917094e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MRS       Marseille  France
1246,4.12468900101e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1246,4.12468900102e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1246,4.12468237115e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1247,4.12478102004e+11,10a,131,Heathrow T3,55,W,BA  British Airways,YVR       Vancouver  Br Columbia Canada
1247,4.12478835006e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1247,4.12478074011e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1247,4.12478074012e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1247,4.12478835015e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAX       Los Angeles  California USA
1247,4.12478917016e+11,10a,131,Heathrow T3,55,W,BA  British Airways,YVR       Vancouver  Br Columbia Canada
1247,4.12478835017e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1247,4.12478835019e+11,10a,131,Heathrow T3,55,W,BA  British Airways,YVR       Vancouver  Br Columbia Canada
1247,4.1247810203e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1247,4.12478107031e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LUX      Luxembourg  Luxembourg
1247,4.12478074033e+11,10a,131,Heathrow T3,55,W,BA  British Airways,YVR       Vancouver  Br Columbia Canada
1247,4.12478860038e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LUX      Luxembourg  Luxembourg
1247,4.12478835051e+11,10a,131,Heathrow T3,55,W,BA  British Airways,CPT       Cape Town  South Africa
1247,4.12478917057e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1247,4.12478917058e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1247,4.12478860073e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1247,4.12478835131e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GRU       Sao Paulo  Brazil
1248,4.12488797001e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1248,4.12488337002e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1248,4.12488759004e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DXB       Dubai  UAE
1248,4.12488451011e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1248,4.12488451013e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1248,4.12488759019e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1248,4.1248840003e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1248,4.12488759036e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1248,4.12488602045e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1248,4.12488602047e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1248,4.12488337053e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1248,4.12488400054e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1248,4.12488797056e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1248,4.12488797057e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1248,4.12488864063e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
1248,4.12488337065e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1248,4.12488400067e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1248,4.12488400068e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1248,4.12488602069e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1248,4.1248860207e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DEN      Denver  Colorado USA
1248,4.12488451071e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1248,4.12480000072e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MRS       Marseille  France
1248,4.12488337077e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1248,4.1248886408e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DEN      Denver  Colorado USA
1248,4.12488337088e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1248,4.12488337091e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1248,4.12480000093e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1248,4.12488759094e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DEN      Denver  Colorado USA
1249,4.12498864001e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1249,4.12490000008e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PMO       Palermo  Sicily
1249,4.12498864009e+11,10a,131,Heathrow T3,55,W,BA  British Airways,YVR       Vancouver  Br Columbia Canada
1249,4.12498240012e+11,10a,131,Heathrow T3,55,W,BA  British Airways,YVR       Vancouver  Br Columbia Canada
1249,4.12498835013e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1249,4.12498916025e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1249,4.12498916041e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
1249,4.12498240043e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1249,4.12498835048e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1249,4.12498835052e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MNL       Manila  Philippines
1249,4.12498835055e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1250,4.12508214002e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1250,4.12508917003e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1250,4.12508917004e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BIO       Bilbao  Spain
1250,4.1250821401e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1250,4.12508873013e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1250,4.12508267019e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1250,4.1250887302e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1250,4.12508214032e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LUX      Luxembourg  Luxembourg
1250,4.12508214038e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1250,4.12508917044e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1250,4.12500000051e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1250,4.12508917068e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1250,4.12508835069e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1250,4.1250891707e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1250,4.12508917073e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1250,4.12508873081e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1250,4.12508267083e+11,10a,131,Heathrow T3,55,W,BA  British Airways,CPT       Cape Town  South Africa
1250,4.12508222089e+11,10a,131,Heathrow T3,55,W,BA  British Airways,CPT       Cape Town  South Africa
1250,4.12508873095e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1250,4.12508222097e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1250,4.12508916102e+11,10a,131,Heathrow T3,55,W,BA  British Airways,CPT       Cape Town  South Africa
1251,4.12518074001e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1251,4.12518074003e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1251,4.12510000016e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1251,4.12518900019e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1251,4.12518222049e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
1251,4.1251834106e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
1251,4.12518341061e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
1251,4.12518341065e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1251,4.12518222066e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1251,4.12518873077e+11,10a,131,Heathrow T3,55,W,BA  British Airways,WAW     Warsaw  Poland
1251,4.1251822208e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1251,4.12518341081e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1251,4.12518341082e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1251,4.12518900085e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1252,4.12528864001e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1252,4.12528785005e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1252,4.12528725006e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1252,4.12528785007e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1252,4.12528725008e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1252,4.12528725011e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1252,4.12528785012e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1252,4.12528853014e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MUC       Munich  Germany
1252,4.12528853015e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BRU      Brussels  Belgium
1252,4.12528853016e+11,10a,131,Heathrow T3,55,W,BA  British Airways,FCO       Rome  (Fiumicino)  Italy
1252,4.12528853019e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DFW       Dallas/Fort Worth  Texas USA
1252,4.1252845102e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1252,4.12528785022e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1252,4.12528900027e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BIO       Bilbao  Spain
1252,4.12528451035e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1252,4.12528725041e+11,10a,131,Heathrow T3,55,W,BA  British Airways,HEL      Helsinki  Finland
1252,4.12528864046e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1252,4.1252886405e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LYS       Lyon  France
1252,4.12528864051e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1252,4.12528725052e+11,10a,131,Heathrow T3,55,W,BA  British Airways,DEN      Denver  Colorado USA
1252,4.12528900056e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1252,4.12528785058e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1252,4.12528785061e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1252,4.12528785062e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1252,4.12528785063e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1252,4.12528864071e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BIO       Bilbao  Spain
1252,4.12528725078e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PHX       Phoenix Arizona  USA
1252,4.12528853079e+11,10a,131,Heathrow T3,55,W,BA  British Airways,MIA       Miami  Florida USA
1252,4.12528725082e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1252,4.12528853083e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1252,4.12528900084e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1252,4.12528864085e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1252,4.12528864088e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1252,4.12528900089e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PRG       Prague (Ruzyne)  Czech Rep
1252,4.12528725092e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1252,4.12528853095e+11,10a,131,Heathrow T3,55,W,BA  British Airways,SFO       San Francisco  California USA
1252,4.12528900096e+11,10a,131,Heathrow T3,55,W,BA  British Airways,ACC       Accra  Ghana
1252,4.12528900097e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1252,4.12528853098e+11,10a,131,Heathrow T3,55,W,BA  British Airways,SFO       San Francisco  California USA
1252,4.12528900099e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1252,4.125287251e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LAS       Las Vegas  Nevada USA
1252,4.12528900102e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1253,4.12538074001e+11,10a,133,Heathrow T3 Mig,55,W,BA  British Airways,NBO       Nairobi  Kenya
1254,4.12548400001e+11,10a,131,Heathrow T3,55,W,BA  British Airways,VIE       Vienna  Austria
1254,4.12548393002e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PMO       Palermo  Sicily
1254,4.12548818003e+11,10a,131,Heathrow T3,55,W,BA  British Airways,PMO       Palermo  Sicily
1254,4.12548393005e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1254,4.12548900009e+11,10a,131,Heathrow T3,55,W,BA  British Airways,LIS       Lisbon  Portugal
1254,4.1254869601e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1254,4.12548400016e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1254,4.1254840002e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BIO       Bilbao  Spain
1254,4.12548696029e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BIO       Bilbao  Spain
1254,4.1254869603e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BUD       Budapest  Hungary
1254,4.12548400041e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1254,4.12548393043e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1254,4.12548853049e+11,10a,131,Heathrow T3,55,W,BA  British Airways,BCN       Barcelona  Spain
1254,4.12548900054e+11,10a,131,Heathrow T3,55,W,BA  British Airways,NBO       Nairobi  Kenya
1254,4.12548696065e+11,10a,131,Heathrow T3,55,W,BA  British Airways,GIB       Gibraltar  Gibraltar
